StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-3,F-3-1-3,F-3-4,F-3-1-4,F-3-2-1,F-3-2-2,F-3-2-3,F-3-2-4,F-4-1,F-4-1-1,F-4-2,F-4-1-2,F-4-3,F-4-1-3,F-4-4,F-4-1-4,F-4-2-1,F-4-2-2,F-4-2-3,F-4-2-4,F-5-1,F-5-1-1,F-5-2,F-5-1-2,F-5-3,F-5-1-3,F-5-4,F-5-1-4,F-5-2-1,F-5-2-2,F-5-2-3,F-5-2-4
2018/4/24 04:02,2018/4/24 04:02,IP Address,155.245.28.2,100,30,TRUE,2018/4/24 04:02,R_8iSoZsB5VEDxKLv,,,,,51.90859985,0.920898438,anonymous,EN,16.507,16.507,17.671,1,Candidate 1,11.421,11.421,12.971,1,Candidate 2,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,Liberal Democrats,Plagiarism,Neutral,Male,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,Liberal Democrats,Sexual Harassment,Neutral,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:02,2018/4/24 04:03,IP Address,155.245.28.8,100,25,TRUE,2018/4/24 04:03,R_1gLN12onVJ8OjL1,,,,,51.90859985,0.920898438,anonymous,EN,12.907,12.907,14.36,1,Candidate 2,9.244,9.244,10.797,1,Candidate 2,EU Integration,Support EU Integration,Gender,Female,Scandal,No Scandal,Party Affiliation,Conservative Party,Support EU Integration,Female,Sexual Harassment,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Plagiarism,Party Affiliation,Conservative Party,Neutral,Male,No Scandal,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:03,2018/4/24 04:03,IP Address,155.245.28.14,100,23,TRUE,2018/4/24 04:03,R_00yupXt1FRcDrq1,,,,,51.90859985,0.920898438,anonymous,EN,9.805,9.805,11.919,1,Candidate 1,8.279,8.279,10.683,1,Candidate 1,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Liberal Democrats,Female,Sexual Harassment,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Liberal Democrats,Male,Sexual Harassment,Support EU Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:04,2018/4/24 04:05,IP Address,155.245.28.10,100,54,TRUE,2018/4/24 04:05,R_ex1Q12MDuSEtaXn,,,,,51.90859985,0.920898438,anonymous,EN,28.953,29.713,31.02,2,Candidate 2,11.561,11.561,25.287,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Support EU Integration,Misreporting Funds,Labour Party,Female,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Male,Neutral,Misreporting Funds,Labour Party,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:04,2018/4/24 04:05,IP Address,155.245.28.4,100,25,TRUE,2018/4/24 04:05,R_ZDICtaTl9fWnWI9,,,,,51.90859985,0.920898438,anonymous,EN,14.806,14.806,16.01,1,Candidate 2,4.81,4.81,9.607,1,Candidate 1,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Labour Party,Male,Having an Extramarital Affair,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Conservative Party,Female,No Scandal,Oppose EU Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:06,2018/4/24 04:07,IP Address,155.245.28.9,100,50,TRUE,2018/4/24 04:07,R_3p2PjOJAAQsvteY,,,,,51.90859985,0.920898438,anonymous,EN,23.475,23.475,26.273,1,Candidate 2,22.797,22.797,25.075,1,Candidate 1,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Misreporting Funds,Labour Party,Female,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,Plagiarism,Conservative Party,Female,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:09,2018/4/24 04:10,IP Address,155.245.28.11,100,30,TRUE,2018/4/24 04:10,R_cClJAXagpGlktSF,,,,,51.90859985,0.920898438,anonymous,EN,11.117,11.117,12.372,1,Candidate 1,16.286,16.286,17.569,1,Candidate 1,Scandal,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,No Scandal,Labour Party,Oppose EU Integration,Female,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Plagiarism,Conservative Party,Oppose EU Integration,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:32,2018/4/24 04:33,IP Address,155.245.28.10,100,32,TRUE,2018/4/24 04:33,R_VRxCuvoVukHRbI5,,,,,51.90859985,0.920898438,anonymous,EN,9.543,9.543,10.569,1,Candidate 2,20.637,20.637,21.423,1,Candidate 1,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Conservative Party,Male,Support EU Integration,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Conservative Party,Female,Neutral,Misreporting Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 04:33,2018/4/24 04:33,IP Address,155.245.28.4,100,41,TRUE,2018/4/24 04:33,R_2CkLqk4SUjvRISI,,,,,51.90859985,0.920898438,anonymous,EN,26.919,26.919,28.704,1,Candidate 2,11.801,11.801,13.231,1,Candidate 2,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Female,Neutral,Conservative Party,Sexual Harassment,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Male,Neutral,Labour Party,Plagiarism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 05:35,2018/4/24 05:36,IP Address,155.245.28.8,100,21,TRUE,2018/4/24 05:36,R_2D8o40hHXSTewt3,,,,,51.90859985,0.920898438,anonymous,EN,8.053,8.053,9.285,1,Candidate 1,10.232,10.232,11.307,1,Candidate 1,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Neutral,Female,Labour Party,Scandal,Misreporting Funds,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Misreporting Funds,Support EU Integration,Female,Liberal Democrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:00,2018/4/24 06:00,IP Address,155.245.28.12,100,23,TRUE,2018/4/24 06:00,R_2Xbbo8yYKKEHxUm,,,,,51.90859985,0.920898438,anonymous,EN,12.246,12.246,13.586,1,Candidate 1,7.359,7.359,9.065,1,Candidate 2,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Gender,Female,Support EU Integration,Liberal Democrats,Sexual Harassment,Male,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Male,Support EU Integration,Liberal Democrats,Having an Extramarital Affair,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:00,2018/4/24 06:01,IP Address,155.245.28.11,100,24,TRUE,2018/4/24 06:01,R_2ypUCuKctVh1IdI,,,,,51.90859985,0.920898438,anonymous,EN,11.12,11.12,12.436,1,Candidate 2,7.752,7.752,11.35,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Plagiarism,Female,Neutral,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Misreporting Funds,Female,Neutral,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:01,2018/4/24 06:01,IP Address,155.245.28.4,100,18,TRUE,2018/4/24 06:01,R_3IWWeOpJmtS2tcu,,,,,51.90859985,0.920898438,anonymous,EN,7.813,7.813,9.203,1,Candidate 1,7.033,7.033,8.559,1,Candidate 2,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Male,Conservative Party,Having an Extramarital Affair,Neutral,Male,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,Misreporting Funds,Neutral,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:02,2018/4/24 06:03,IP Address,155.245.28.13,100,36,TRUE,2018/4/24 06:03,R_2UXBs7XvBcgDU5c,,,,,51.90859985,0.920898438,anonymous,EN,20.981,20.981,22.731,1,Candidate 2,13.08,13.08,14.775,1,Candidate 1,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Having an Extramarital Affair,Support EU Integration,Labour Party,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Sexual Harassment,Neutral,Liberal Democrats,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:31,2018/4/24 06:32,IP Address,155.245.28.13,100,21,TRUE,2018/4/24 06:32,R_3g8kuqdc9znkqoh,,,,,51.90859985,0.920898438,anonymous,EN,10.666,10.666,11.836,1,Candidate 2,7.529,7.529,9.059,1,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,Party Affiliation,Conservative Party,Support EU Integration,Female,No Scandal,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Neutral,Male,Having an Extramarital Affair,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:32,2018/4/24 06:32,IP Address,155.245.28.4,100,22,TRUE,2018/4/24 06:32,R_2dyJDA9XYEHfVhT,,,,,51.90859985,0.920898438,anonymous,EN,12.006,12.006,14.478,1,Candidate 2,6.988,6.988,8.378,1,Candidate 2,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Sexual Harassment,Labour Party,Neutral,Male,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Male,Scandal,Having an Extramarital Affair,Liberal Democrats,Neutral,Female,Having an Extramarital Affair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:32,2018/4/24 06:33,IP Address,155.245.28.2,100,34,TRUE,2018/4/24 06:33,R_qz34tvc3ZSwPRO9,,,,,51.90859985,0.920898438,anonymous,EN,14.383,14.383,15.91,1,Candidate 2,14.236,14.236,17.356,1,Candidate 2,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Female,Conservative Party,Neutral,Plagiarism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:32,2018/4/24 06:33,IP Address,155.245.28.11,100,28,TRUE,2018/4/24 06:33,R_3jfiqmsHLxY8bC9,,,,,51.90859985,0.920898438,anonymous,EN,7.424,7.424,14.816,1,Candidate 1,10.688,10.688,13.703,1,Candidate 1,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Male,Having an Extramarital Affair,Neutral,Liberal Democrats,Gender,Male,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Female,Having an Extramarital Affair,Neutral,Liberal Democrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:32,2018/4/24 06:33,IP Address,155.245.28.8,100,41,TRUE,2018/4/24 06:33,R_2VlM60NAZtMH0oH,,,,,51.90859985,0.920898438,anonymous,EN,22.983,22.983,24.288,1,Candidate 2,14.375,14.375,17.383,1,Candidate 1,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Neutral,Female,Labour Party,Sexual Harassment,EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Support EU Integration,Female,Conservative Party,Misreporting Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:32,2018/4/24 06:33,IP Address,155.245.28.9,100,24,TRUE,2018/4/24 06:33,R_2yszF3PCesbm22X,,,,,51.90859985,0.920898438,anonymous,EN,16.515,16.515,17.521,1,Candidate 2,5.231,5.231,7.026,1,Candidate 2,Scandal,Sexual Harassment,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Misreporting Funds,Male,Oppose EU Integration,Conservative Party,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Having an Extramarital Affair,Female,Oppose EU Integration,Labour Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:32,2018/4/24 06:33,IP Address,155.245.28.12,100,37,TRUE,2018/4/24 06:33,R_3064BYmC3ZR1Als,,,,,51.90859985,0.920898438,anonymous,EN,13.07,13.07,14.478,1,Candidate 1,22.364,22.364,23.334,1,Candidate 1,Gender,Male,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Female,Misreporting Funds,Liberal Democrats,Neutral,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Female,No Scandal,Conservative Party,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24 06:33,2018/4/24 06:33,IP Address,155.245.28.10,100,21,TRUE,2018/4/24 06:33,R_d5nCneEg4OND4jv,,,,,51.90859985,0.920898438,anonymous,EN,8.469,8.469,10.078,1,Candidate 1,9.718,9.718,11.025,1,Candidate 2,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Support EU Integration,Male,Conservative Party,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Support EU Integration,Female,Conservative Party,Misreporting Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
