StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Q7,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18_First Click,Q18_Last Click,Q18_Page Submit,Q18_Click Count,Q19,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q21,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q23,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q25,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
2018/4/25 05:42,2018/4/25 05:43,IP Address,155.245.28.9,100,109,TRUE,2018/4/25 05:43,R_3Pb5nt7a5OV4Cg9,,,,,51.90859985,0.920898438,anonymous,EN,12.392,12.392,16.564,1,Minister 2,8.601,8.601,9.574,1,Minister 2,0.749,0.749,1.839,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,2.482,2.482,4.705,1,Oppose Brexit,,,,,,3.063,3.063,6.952,1,Yes,1.669,1.669,3.267,1,18-29,8.067,8.067,9.477,1,Labour Party,5.575,5.575,6.607,1,Slightly strong,0.975,0.975,2.445,1,Female,3.917,3.917,5.776,1,Support EU Integration,5.101,5.101,7.858,1,University graduate or some university,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,No Scandal,Having an Extramarital Affair,Support EU Integration,Conservative Party,Support EU Integration,Female,PM's Partisanship,Conservative Party,Scandal,Plagiarism,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,No Scandal,No Scandal,Neutral,Liberal Democrats,Neutral,Male
2018/4/25 06:02,2018/4/25 06:03,IP Address,155.245.28.4,100,66,TRUE,2018/4/25 06:03,R_ywrqbuK9k13Vy0h,,,,,51.90859985,0.920898438,anonymous,EN,2.36,2.36,4.021,1,Minister 1,5.46,5.46,6.847,1,Minister 1,1.171,1.171,2.087,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,5.778,6.833,7.935,2,Oppose Brexit,,,,,,1.542,1.542,2.624,1,Yes,2.33,2.33,3.365,1,18-29,2.663,2.663,3.974,1,Conservative Party,4.494,4.494,5.481,1,Slightly strong,0.99,0.99,1.828,1,Female,8.386,8.386,9.503,1,Support EU Integration,2.35,2.35,2.926,1,University graduate or some university,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,PM's Scandal,No Scandal,Labour Party,Oppose EU Integration,Female,Labour Party,Plagiarism,Neutral,Sexual Harassment,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Neutral,PM's Scandal,No Scandal,Conservative Party,Oppose EU Integration,Female,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Plagiarism
2018/4/25 06:03,2018/4/25 06:04,IP Address,155.245.28.10,100,82,TRUE,2018/4/25 06:04,R_2y8zOFmiOyZKWj0,,,,,51.90859985,0.920898438,anonymous,EN,8.239,8.239,10.272,1,Minister 2,2.513,2.513,3.749,1,Minister 2,1.668,1.668,3.292,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,3.705,3.705,4.804,1,Oppose Brexit,,,,,,1.861,2.349,3.178,2,No,0.976,0.976,2.498,1,18-29,2.723,13.376,14.856,4,No affiliation,,,,,,,,,,Female,4.965,4.965,6.603,1,Neither support nor oppose,3.324,3.324,4.343,1,University graduate or some university,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Gender,Male,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Conservative Party,Liberal Democrats,Misreporting Funds,Male,Support EU Integration,Oppose EU Integration,Sexual Harassment,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Conservative Party,Conservative Party,Misreporting Funds,Male,Support EU Integration,Oppose EU Integration,No Scandal
2018/4/25 06:05,2018/4/25 06:06,IP Address,155.245.28.8,100,78,TRUE,2018/4/25 06:06,R_3qebj70diT4ltl9,,,,,51.90859985,0.920898438,anonymous,EN,20.726,20.726,21.617,1,Minister 1,6.488,6.488,7.424,1,Minister 1,1.06,1.06,2,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,4.173,4.173,5.061,1,Oppose Brexit,,,,,,1.922,1.922,2.815,1,No,1.595,1.595,2.463,1,18-29,6.067,6.067,7.563,1,No affiliation,,,,,,,,,,Female,4.871,4.871,5.874,1,Neither support nor oppose,2.242,2.242,5.278,1,University graduate or some university,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Neutral,Female,Sexual Harassment,Oppose EU Integration,Conservative Party,Conservative Party,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,No Scandal,Support EU Integration,Female,Misreporting Funds,Support EU Integration,Labour Party,Labour Party,Plagiarism
2018/4/25 06:05,2018/4/25 06:06,IP Address,155.245.28.9,100,79,TRUE,2018/4/25 06:06,R_1d4Q4psYjDMPoTf,,,,,51.90859985,0.920898438,anonymous,EN,8.884,8.884,10.252,1,Minister 2,14.673,14.673,15.642,1,Minister 2,0.744,0.744,1.696,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,3.687,3.687,6.892,1,Support Brexit,,,,,,2.579,2.579,5.39,1,Yes,2.209,2.209,3.657,1,18-29,1.457,1.457,2.791,1,Labour Party,2.63,2.63,3.441,1,Slightly strong,0.696,0.696,1.425,1,Male,6.517,7.671,10.121,2,Support EU Integration,1.775,2.727,3.009,2,University graduate or some university,PM's Scandal,Misreporting Funds,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,No Scandal,Male,Neutral,Labour Party,Sexual Harassment,Oppose EU Integration,Labour Party,PM's Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Plagiarism,Female,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Support EU Integration,Conservative Party
2018/4/25 06:37,2018/4/25 06:39,IP Address,155.245.28.9,100,101,TRUE,2018/4/25 06:39,R_2a8geOSUmL9tYlj,,,,,51.90859985,0.920898438,anonymous,EN,11.46,11.46,13.564,1,Minister 1,5.502,5.502,7.659,1,Minister 1,0.865,0.865,2.387,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,4.026,4.026,6.638,1,Oppose Brexit,,,,,,1.303,1.303,2.43,1,Yes,1.59,1.59,2.834,1,18-29,0.919,0.919,3.243,1,Labour Party,1.274,3.053,4.773,2,Very strong,1.131,1.131,2.06,1,Male,3.475,3.475,14.007,1,Neither support nor oppose,23.157,23.157,26.449,1,University graduate or some university,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Male,No Scandal,Neutral,Support EU Integration,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Male,Plagiarism,Support EU Integration,Oppose EU Integration,Sexual Harassment
2018/4/25 06:39,2018/4/25 06:41,IP Address,155.245.28.2,100,113,TRUE,2018/4/25 06:41,R_2P1GPrB9b3hy1KH,,,,,51.90859985,0.920898438,anonymous,EN,31.197,31.197,32.197,1,Minister 2,17.859,18.521,19.1,2,Minister 1,1.048,1.048,2.204,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,12.409,12.409,13.796,1,Oppose Brexit,,,,,,2.183,2.183,2.975,1,Yes,1.561,1.561,3.33,1,18-29,9.409,9.409,10.72,1,Labour Party,2.339,2.339,4.025,1,Slightly strong,1.153,1.153,2.459,1,Female,1.902,5.41,6.761,2,Support EU Integration,2.699,2.699,4.242,1,Master or Ph.D.,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Oppose EU Integration,Misreporting Funds,No Scandal,Labour Party,Female,Support EU Integration,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Neutral,PM's Partisanship,Conservative Party,Neutral,Sexual Harassment,No Scandal,Liberal Democrats,Female,Oppose EU Integration,Conservative Party
2018/4/25 06:43,2018/4/25 06:45,IP Address,155.245.28.4,100,113,TRUE,2018/4/25 06:45,R_3fknf4fULF8dd8t,,,,,51.90859985,0.920898438,anonymous,EN,12.579,12.579,13.855,1,Minister 1,16.298,16.298,17.725,1,Minister 1,2.507,2.507,4.553,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,7.661,7.661,14.07,1,Oppose Brexit,,,,,,1.919,1.919,3.533,1,No,1.623,1.623,3.574,1,40-49,6.763,6.763,8.056,1,Conservative Party,4.565,4.565,5.76,1,Slightly strong,1.305,1.305,2.928,1,Male,8.276,8.276,10.557,1,Slightly support EU Integration,3.963,3.963,5.878,1,University graduate or some university,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Gender,Female,PM's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Support EU Integration,Support EU Integration,Labour Party,Labour Party,Female,Misreporting Funds,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Gender,Female,PM's Scandal,No Scandal,Scandal,Sexual Harassment,Support EU Integration,Neutral,Conservative Party,Conservative Party,Female,Plagiarism,Misreporting Funds
2018/4/26 03:38,2018/4/26 03:39,IP Address,155.245.28.2,100,104,TRUE,2018/4/26 03:39,R_1DSSoSVGvqITicQ,,,,,51.90859985,0.920898438,anonymous,EN,9.569,9.569,10.619,1,Minister 1,11.461,11.461,12.457,1,Minister 1,1.201,1.201,2.22,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,14.837,14.837,16.106,1,Oppose Brexit,,,,,,1.613,1.613,2.471,1,Yes,1.433,1.433,2.415,1,40-49,4.363,11.367,12.54,3,Conservative Party,9.92,9.92,10.887,1,Slightly strong,1.134,1.134,1.842,1,Female,7.842,7.842,9.073,1,Slightly oppose EU Integration,7.272,7.272,9.544,1,Secondary school graduate or some secondary school,Scandal,No Scandal,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Male,Sexual Harassment,Misreporting Funds,Conservative Party,Liberal Democrats,Oppose EU Integration,Neutral,Male,Scandal,No Scandal,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Gender,Male,No Scandal,Misreporting Funds,Labour Party,Labour Party,Oppose EU Integration,Support EU Integration,Female
2018/4/26 04:36,2018/4/26 04:37,IP Address,155.245.28.2,100,69,TRUE,2018/4/26 04:37,R_2VptWEoiw4LOJoB,,,,,51.90859985,0.920898438,anonymous,EN,14.472,14.472,15.783,1,Minister 2,7.977,7.977,9.165,1,Minister 2,0.713,0.713,1.595,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,3.035,3.035,4.081,1,Oppose Brexit,,,,,,1.686,1.686,2.58,1,Yes,0.858,0.858,2.425,1,18-29,1.25,1.25,3.094,1,Labour Party,2.091,2.091,5.089,1,Moderately strong,0.959,0.959,1.863,1,Female,2.784,2.784,4.464,1,Support EU Integration,1.739,1.739,2.725,1,University graduate or some university,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Sexual Harassment,Neutral,No Scandal,Conservative Party,Female,Liberal Democrats,Support EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Scandal,No Scandal,PM's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Sexual Harassment,Neutral,No Scandal,Labour Party,Male,Labour Party,Neutral
2018/4/26 05:04,2018/4/26 05:05,IP Address,155.245.28.2,100,72,TRUE,2018/4/26 05:05,R_1r6x7EzZChOfi9M,,,,,51.90859985,0.920898438,anonymous,EN,3.405,4.692,5.524,2,Minister 1,1.214,1.214,2.288,1,Minister 1,4.671,4.671,5.516,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,4.207,4.207,8.862,1,Oppose Brexit,,,,,,1.371,1.371,2.273,1,Yes,1.284,1.284,1.937,1,50-59,1.715,1.715,2.599,1,No affiliation,,,,,,,,,,Female,0.598,0.598,1.645,1,Strongly support EU Integration,0.377,1.556,2.067,2,University graduate or some university,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,Support EU Integration,Conservative Party,Conservative Party,Sexual Harassment,Neutral,Male,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Gender,Female,PM's Scandal,Having an Extramarital Affair,Support EU Integration,Liberal Democrats,Conservative Party,No Scandal,Neutral,Male,No Scandal
2018/4/26 05:06,2018/4/26 05:07,IP Address,155.245.28.9,100,86,TRUE,2018/4/26 05:07,R_2S8HDtAeb1cZTbf,,,,,51.90859985,0.920898438,anonymous,EN,3.068,3.068,7.154,1,Minister 1,0.603,1.627,2.565,2,Minister 2,0.966,0.966,2.252,1,No,,,,,No,0.929,1.551,1.948,2,No,1.002,1.002,1.86,1,No,1.701,2.422,2.842,2,No,3.348,3.348,11.683,1,David Cameron,2.98,4.617,4.811,4,Oppose Brexit,1.942,1.942,2.994,1,More than a year,1.405,2.146,2.345,2,Yes,1.085,1.085,1.889,1,18-29,3.09,8.253,9.52,3,Liberal Democrats,2.582,2.582,3.408,1,Moderately strong,0.689,0.689,1.367,1,Female,7.381,7.381,8.176,1,Neither support nor oppose,1.948,1.948,2.692,1,University graduate or some university,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Female,Sexual Harassment,Labour Party,Support EU Integration,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Male,Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Male,Sexual Harassment,Conservative Party,Oppose EU Integration,Conservative Party
2018/4/26 05:07,2018/4/26 05:08,IP Address,155.245.28.4,100,66,TRUE,2018/4/26 05:08,R_2AXyQyYPFB6iJj1,,,,,51.90859985,0.920898438,anonymous,EN,1.155,1.155,2.102,1,Minister 2,1.458,1.458,3.253,1,Minister 2,1.154,1.154,2.177,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,6.276,6.276,7.084,1,Oppose Brexit,,,,,,1.644,1.644,2.367,1,Yes,1.519,1.519,2.56,1,18-29,1.938,1.938,3.534,1,Labour Party,2.685,2.685,3.701,1,Very strong,1.191,1.191,2.33,1,Female,5.204,5.204,6.141,1,Support EU Integration,2.436,2.436,3.585,1,University graduate or some university,Gender,Male,EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Male,Support EU Integration,Having an Extramarital Affair,Conservative Party,Conservative Party,No Scandal,Oppose EU Integration,Gender,Female,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Male,Support EU Integration,Plagiarism,Labour Party,Labour Party,No Scandal,Oppose EU Integration
2018/4/26 05:08,2018/4/26 05:09,IP Address,155.245.28.8,100,79,TRUE,2018/4/26 05:09,R_ZgcUMbcGWVheGUF,,,,,51.90859985,0.920898438,anonymous,EN,8.495,8.495,9.59,1,Minister 2,12.543,12.543,13.475,1,Minister 2,1.006,1.006,2.095,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,9.141,9.141,10.108,1,Oppose Brexit,,,,,,1.225,1.225,2.147,1,Yes,1.164,1.164,2.09,1,18-29,2.319,2.319,3.543,1,Labour Party,4.711,7.191,8.31,2,Moderately strong,0.871,0.871,1.867,1,Female,6.35,6.35,7.585,1,Slightly support EU Integration,1.836,1.836,3.135,1,University graduate or some university,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Gender,Female,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Conservative Party,Liberal Democrats,Support EU Integration,No Scandal,Male,Plagiarism,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Gender,Male,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Conservative Party,Conservative Party,Support EU Integration,Plagiarism,Female,Plagiarism,Support EU Integration
2018/4/26 05:41,2018/4/26 05:44,IP Address,155.245.28.2,100,182,TRUE,2018/4/26 05:44,R_9XicbabdJoR7mhj,,,,,51.90859985,0.920898438,anonymous,EN,29.281,29.281,32.342,1,Minister 2,27.065,27.065,29.711,1,Minister 1,1.965,1.965,4.414,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,9.544,9.544,14.855,1,Oppose Brexit,,,,,,8.82,8.82,11.492,1,Yes,2.287,2.287,4.305,1,50-59,6.356,6.356,10.647,1,Conservative Party,10.037,10.037,12.843,1,Slightly strong,1.593,1.593,3.246,1,Male,22.354,22.354,25.117,1,Neither support nor oppose,14.76,14.76,17.787,1,Secondary school graduate or some secondary school,Gender,Male,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Scandal,No Scandal,Male,Liberal Democrats,Neutral,Neutral,Having an Extramarital Affair,Conservative Party,Plagiarism,Gender,Female,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Scandal,Plagiarism,Male,Liberal Democrats,Support EU Integration,Oppose EU Integration,No Scandal,Conservative Party,Having an Extramarital Affair
2018/4/26 05:45,2018/4/26 05:48,IP Address,155.245.28.4,100,153,TRUE,2018/4/26 05:48,R_TdW7MntPqRr3y3D,,,,,51.90859985,0.920898438,anonymous,EN,6.883,6.883,7.949,1,Minister 2,11.306,11.306,11.897,1,Minister 2,1.223,1.223,2.784,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,16.893,16.893,22.482,1,Support Brexit,,,,,,4.08,4.08,4.887,1,Yes,1.763,1.763,2.778,1,18-29,4.102,4.102,5.229,1,Labour Party,5.068,5.068,6.105,1,Moderately strong,2.269,2.269,3.3,1,Female,16.504,16.504,17.594,1,Slightly oppose EU Integration,40.135,40.135,44.259,1,University graduate or some university,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Labour Party,Support EU Integration,Misreporting Funds,Female,Labour Party,Misreporting Funds,Oppose EU Integration,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,EU Integration,Neutral,Conservative Party,Neutral,Plagiarism,Male,Conservative Party,No Scandal,Neutral
2018/4/26 06:04,2018/4/26 06:05,IP Address,155.245.28.8,100,75,TRUE,2018/4/26 06:05,R_2UfTwIvBFFKwjkU,,,,,51.90859985,0.920898438,anonymous,EN,8.661,8.661,9.971,1,Minister 1,14.144,14.144,15.436,1,Minister 1,0.53,0.53,1.068,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,2.262,2.847,3.685,2,Oppose Brexit,,,,,,1.161,2.067,2.623,2,Yes,1.322,1.322,2.401,1,18-29,2.961,2.961,4.004,1,Conservative Party,2.228,5.259,6.577,3,Slightly strong,2.611,2.611,3.642,1,Male,4.43,4.43,6.151,1,Support EU Integration,2.285,2.285,5.529,1,University graduate or some university,PM's Scandal,No Scandal,Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Sexual Harassment,Labour Party,Labour Party,Oppose EU Integration,Male,Oppose EU Integration,PM's Scandal,Plagiarism,Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Oppose EU Integration,Female,Neutral
2018/4/26 06:06,2018/4/26 06:08,IP Address,155.245.28.4,100,110,TRUE,2018/4/26 06:08,R_893FTiYlQjkpYIN,,,,,51.90859985,0.920898438,anonymous,EN,26.351,26.351,27.156,1,Minister 2,10.725,10.725,12.032,1,Minister 2,1.331,1.331,2.557,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,2.761,2.761,4.21,1,Oppose Brexit,,,,,,3.168,3.168,4.506,1,Yes,1.68,1.68,2.851,1,18-29,3.43,14.056,15.235,3,No affiliation,,,,,,,,,,Female,8.144,10.469,11.053,2,Slightly support EU Integration,7.757,7.757,13.025,1,University graduate or some university,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Male,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Neutral,Having an Extramarital Affair,Labour Party,Female,Labour Party,Neutral,Plagiarism
2018/4/26 06:06,2018/4/26 06:08,IP Address,155.245.28.2,100,112,TRUE,2018/4/26 06:08,R_2YY85xEJ1nMFhvQ,,,,,51.90859985,0.920898438,anonymous,EN,12.691,12.691,14.414,1,Minister 1,23.922,23.922,29.198,1,Minister 1,1.428,1.428,2.079,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Theresa May,3.498,4.41,8.66,2,Support Brexit,,,,,,4.385,5.954,7.985,3,Yes,2.623,4.476,5.378,3,18-29,5.804,5.804,15.135,1,Liberal Democrats,2.443,2.443,5.132,1,Slightly strong,0.908,0.908,1.825,1,Male,1.665,4.998,5.995,2,Support EU Integration,1.808,1.808,4.583,1,University graduate or some university,Party Affiliation,Labour Party,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,EU Integration,Neutral,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,Liberal Democrats,Male,Oppose EU Integration,Conservative Party,Neutral,Having an Extramarital Affair,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,Conservative Party,Female,Support EU Integration,Conservative Party,Neutral,Sexual Harassment,Misreporting Funds
